attendance,study_hours,assignment_delay,lms_usage,performance,burnout_level
79,6,2,4,84,Low
73,4,1,7,72,Low
78,6,2,7,94,Low
64,2,2,4,48,Medium
73,2,3,3,40,Medium
74,6,2,4,72,Low
67,4,1,7,74,Low
80,7,3,5,88,Low
66,3,1,6,58,Medium
83,4,2,4,69,Medium
68,2,3,6,41,Medium
66,3,2,4,49,Medium
73,4,2,7,75,Low
80,5,1,2,73,Low
64,2,2,5,45,Medium
64,3,3,4,40,Medium
64,4,2,2,57,Low
91,4,0,3,79,Low
74,6,1,5,95,Low
59,5,0,8,83,Low
90,3,2,7,75,Medium
88,4,1,4,78,Low
78,5,0,6,90,Low
60,6,2,6,88,Low
79,4,1,5,70,Low
52,5,2,4,64,Low
94,4,2,3,69,Low
85,5,3,4,64,Low
73,6,2,8,97,Low
57,6,4,2,64,Medium
77,6,4,6,79,Medium
71,4,1,4,66,Low
76,4,3,2,53,Medium
72,4,0,6,82,Low
85,4,3,5,69,Low
66,6,0,5,95,Low
71,4,1,5,67,Low
89,4,0,4,79,Low
65,3,3,7,53,Medium
100,5,2,7,90,Low
77,4,2,2,68,Low
61,4,1,5,70,Low
83,4,2,6,64,Low
60,7,1,5,86,Low
98,5,0,8,100,Low
78,4,5,3,48,Medium
61,7,0,5,87,Low
79,3,3,4,58,Medium
69,4,2,6,68,Medium
73,4,4,6,63,Medium
73,4,0,8,71,Low
86,2,3,4,46,Medium
77,1,1,7,57,Medium
92,3,6,5,41,Medium
52,6,4,3,57,Medium
65,1,2,4,40,Medium
89,4,2,6,78,Low
76,5,0,8,100,Low
77,5,1,6,85,Low
80,2,3,4,44,Medium
80,2,0,4,62,Low
67,2,2,5,59,Medium
93,2,0,3,68,Low
67,3,0,1,57,Low
75,2,4,4,41,Medium
73,4,2,5,69,Low
77,4,2,5,61,Low
53,5,3,7,69,Low
65,4,2,5,65,Medium
76,3,3,4,45,Medium
72,5,2,5,68,Low
68,4,4,6,49,Medium
74,2,3,5,46,Medium
92,8,2,6,100,Low
67,2,0,6,58,Low
79,4,4,6,54,Medium
68,3,3,5,57,Medium
85,5,0,8,98,Low
66,6,0,7,100,Low
95,4,3,2,72,Low
85,3,1,7,79,Low
86,6,1,8,94,Low
80,3,2,5,60,Medium
73,4,4,7,66,Medium
80,3,0,5,66,Low
83,1,1,2,40,Medium
73,3,4,1,42,Medium
74,3,4,3,43,Medium
59,3,2,3,43,Medium
81,3,4,3,40,Medium
68,2,0,7,62,Low
73,6,2,10,98,Low
83,4,1,6,81,Low
77,6,5,7,84,Medium
82,6,1,4,96,Low
62,6,4,6,71,Medium
78,6,2,9,92,Low
71,2,2,6,55,Medium
80,6,2,8,100,Low
65,3,2,6,61,Medium
75,3,3,9,71,Medium
85,3,1,4,64,Low
87,3,1,9,79,Low
80,2,4,6,54,Medium
76,4,2,2,59,Low
79,1,0,7,58,Low
88,4,3,5,81,Low
92,4,0,6,88,Low
66,4,3,1,52,Medium
62,5,2,7,78,Low
73,5,1,3,76,Low
75,6,2,5,80,Low
78,5,1,4,82,Low
66,6,0,7,89,Low
60,6,2,4,75,Low
66,3,3,2,40,Medium
65,6,1,6,90,Low
73,7,1,5,96,Low
72,4,1,10,82,Low
84,4,1,3,67,Low
65,2,4,6,44,High
77,6,1,5,93,Low
100,4,2,8,91,Low
76,2,1,6,62,Medium
74,2,4,8,54,Medium
85,9,2,2,99,Low
59,4,3,8,71,Medium
53,5,3,6,56,Medium
63,1,2,3,45,Medium
88,2,1,5,57,Low
73,4,5,6,57,Medium
81,4,2,5,75,Medium
73,5,2,5,72,Low
88,4,2,2,62,Low
67,4,1,5,69,Low
71,4,4,6,55,Medium
92,5,3,6,87,Medium
81,6,0,2,87,Low
70,5,0,4,78,Low
90,2,1,7,71,Low
82,4,5,6,57,Medium
68,3,4,5,49,Medium
51,6,2,6,72,Low
80,8,4,8,99,Low
67,3,0,4,60,Low
76,5,2,4,63,Low
65,5,3,7,76,Medium
70,3,0,7,72,Low
67,3,2,7,60,Low
73,4,2,4,64,Low
75,5,1,4,84,Low
83,6,3,7,79,Low
73,7,3,4,84,Low
80,2,3,5,49,Medium
69,6,0,3,84,Low
66,4,0,3,78,Low
68,5,3,7,73,Medium
55,2,2,6,41,Medium
69,4,4,7,56,Medium
71,4,1,7,78,Low
62,6,0,7,98,Low
88,4,2,6,91,Medium
82,3,2,3,60,Medium
64,4,1,5,63,Low
83,4,1,5,79,Low
78,6,3,5,82,Low
83,1,0,7,55,Low
71,3,3,5,63,Medium
89,5,1,7,94,Low
78,3,1,7,70,Low
78,4,0,8,88,Low
79,4,3,6,70,Medium
84,4,0,8,88,Low
58,5,2,2,61,Low
100,3,1,3,74,Low
68,5,0,6,94,Low
81,5,5,7,71,Medium
66,5,0,4,63,Low
69,6,3,7,76,Medium
96,5,3,5,76,Low
60,3,0,4,63,Low
76,4,0,4,71,Low
81,3,1,1,53,Low
76,3,2,5,68,Medium
57,2,2,3,40,Medium
82,5,1,6,82,Low
66,6,0,7,96,Low
77,5,4,6,64,Medium
93,6,3,7,95,Low
70,2,2,3,40,Medium
100,4,3,3,57,Low
89,5,3,6,76,Medium
69,6,3,1,60,Low
87,4,0,6,82,Low
92,4,2,4,63,Low
88,3,2,1,46,Medium
79,7,4,5,85,Low
96,6,2,5,99,Low
91,1,3,4,50,Medium
75,6,5,5,80,Medium
73,5,1,5,86,Low
58,5,1,7,83,Low
84,6,1,7,100,Low
93,3,1,6,78,Low
65,5,1,2,62,Low
80,6,0,6,92,Low
69,2,3,4,40,Medium
84,5,2,2,76,Low
70,7,1,6,100,Low
78,5,2,5,84,Low
85,5,3,7,80,Low
74,3,1,3,55,Low
51,5,5,6,52,Medium
71,4,2,3,68,Low
82,4,5,6,56,Medium
75,2,1,1,40,Medium
78,1,2,6,46,Medium
71,3,1,5,74,Low
72,4,1,7,65,Low
83,4,1,6,83,Low
67,5,1,6,87,Low
76,1,6,4,40,High
67,3,4,7,62,Medium
78,4,2,3,63,Low
79,4,2,8,77,Medium
96,6,4,4,80,Low
80,4,2,7,69,Medium
84,4,2,6,81,Low
76,4,5,4,49,Medium
76,6,1,5,96,Low
73,4,1,4,69,Low
88,6,1,5,97,Low
82,4,3,6,63,Medium
90,4,2,5,61,Low
78,3,0,3,68,Low
89,2,3,4,46,Medium
82,5,2,5,80,Low
87,2,2,3,50,Medium
75,3,0,1,56,Low
68,6,1,8,100,Low
76,3,0,2,64,Low
84,4,2,8,90,Low
55,1,4,5,40,Medium
67,4,2,4,56,Low
87,4,3,3,46,Medium
66,5,7,6,63,High
69,5,5,9,67,Medium
61,5,4,5,56,Medium
79,4,2,5,74,Medium
65,2,2,6,51,Medium
78,4,3,6,65,Medium
88,3,3,5,61,Medium
76,6,1,2,73,Low
81,2,2,6,58,Medium
77,4,2,5,79,Medium
100,3,2,2,56,Medium
70,7,0,3,91,Low
84,5,1,5,82,Low
66,6,0,8,97,Low
82,6,4,6,84,Low
70,3,4,4,48,Medium
66,3,4,3,40,Medium
72,4,1,3,66,Low
67,3,2,7,69,Medium
97,2,4,4,42,Medium
74,5,3,3,59,Low
74,4,1,6,86,Low
71,5,1,6,78,Low
78,3,1,4,69,Low
68,3,2,4,46,Medium
74,3,3,7,59,Medium
53,3,4,4,40,High
93,5,4,1,56,Medium
73,3,0,6,74,Low
67,3,0,4,67,Low
96,4,2,2,68,Low
82,5,4,3,63,Medium
79,3,0,6,73,Low
83,4,0,1,63,Low
82,4,2,5,76,Low
81,3,5,6,56,Medium
86,4,2,8,75,Low
79,5,1,9,87,Low
87,7,0,3,100,Low
59,3,2,8,61,Medium
78,5,3,5,61,Low
89,4,2,7,73,Low
76,3,2,5,52,Medium
62,4,4,4,43,Medium
67,5,2,8,87,Low
82,3,2,4,63,Medium
83,5,3,6,71,Medium
93,4,1,6,85,Low
62,4,3,6,62,Medium
85,4,1,5,67,Low
82,5,4,4,67,Medium
98,4,0,7,100,Low
83,6,4,5,73,Medium
80,5,3,4,72,Medium
79,3,2,7,60,Low
90,5,3,3,74,Low
59,6,2,4,72,Low
81,4,2,8,71,Low
66,4,2,6,65,Low
92,8,2,3,100,Low
72,3,0,4,60,Low
75,3,1,5,68,Low
83,5,3,8,77,Low
93,4,0,5,85,Low
88,3,2,5,58,Low
66,6,2,4,72,Low
90,6,3,6,81,Low
68,1,4,4,40,High
81,5,1,9,95,Low
69,3,3,5,48,Medium
62,6,1,4,87,Low
68,3,4,9,62,Medium
69,7,2,7,94,Low
92,5,4,6,71,Medium
76,3,0,7,73,Low
78,3,4,3,46,Medium
74,2,3,6,45,Medium
79,2,1,7,65,Low
66,3,1,3,46,Medium
85,2,2,3,48,Medium
71,7,1,3,85,Low
58,3,4,5,43,High
77,3,2,3,60,Medium
86,6,1,3,86,Low
77,6,2,5,83,Low
68,1,3,7,43,Medium
64,5,2,5,80,Low
93,4,0,5,89,Low
60,4,1,6,73,Low
68,5,1,3,65,Low
78,3,2,8,64,Low
80,4,1,6,81,Low
68,7,3,6,92,Low
83,5,3,4,71,Low
75,2,1,4,48,Low
73,5,3,4,73,Medium
80,4,2,7,81,Medium
75,5,4,4,60,Medium
84,5,2,2,71,Low
60,2,2,8,54,Medium
87,2,3,5,54,Medium
67,4,4,7,57,Medium
58,6,1,4,85,Low
90,4,0,5,79,Low
69,1,2,2,40,Medium
70,4,2,6,71,Low
74,1,2,4,40,Medium
87,3,1,5,62,Low
87,4,0,1,71,Low
59,5,4,9,72,Medium
54,7,1,3,80,Low
97,4,3,5,66,Medium
69,6,4,6,83,Medium
73,3,0,9,78,Low
68,6,1,3,78,Low
81,4,3,4,58,Medium
95,4,0,4,82,Low
85,3,6,5,49,Medium
51,2,0,9,64,Low
80,4,3,7,69,Medium
83,5,2,9,88,Low
79,3,3,3,48,Medium
71,3,4,3,40,Medium
84,6,1,6,92,Low
87,3,2,5,58,Medium
81,1,2,3,45,Medium
71,5,2,7,72,Medium
80,6,3,5,74,Low
91,6,1,1,81,Low
73,5,3,7,77,Low
72,7,3,6,90,Low
51,4,2,8,67,Low
79,3,0,3,67,Low
80,5,3,5,75,Low
76,2,4,5,42,Medium
85,5,3,3,64,Low
68,5,0,4,88,Low
77,7,0,3,94,Low
84,3,3,4,61,Medium
74,3,4,4,45,Medium
80,5,2,4,72,Low
77,4,2,2,62,Low
85,4,0,4,77,Low
54,4,3,4,51,Medium
68,3,1,6,61,Low
93,5,0,3,87,Low
60,6,3,6,82,Medium
79,6,4,3,72,Low
80,5,0,5,88,Low
78,5,2,5,83,Low
77,3,3,6,64,Medium
57,1,3,4,40,Medium
73,4,1,5,68,Low
72,4,3,5,66,Medium
84,5,2,7,85,Low
81,3,3,5,56,Medium
77,5,3,6,77,Medium
74,2,4,4,40,Medium
81,2,1,6,65,Low
74,3,1,6,64,Low
60,6,3,7,84,Low
71,1,7,5,40,High
85,7,2,3,88,Low
75,5,2,4,75,Low
58,4,6,2,40,High
86,3,2,5,60,Low
72,4,1,2,62,Low
76,4,3,5,72,Medium
82,3,3,6,60,Medium
69,4,3,5,61,Medium
76,4,2,10,84,Medium
79,4,4,4,61,Medium
65,5,0,6,78,Low
61,8,0,5,100,Low
84,4,4,7,68,Medium
72,3,4,8,52,Medium
74,4,2,7,69,Low
87,3,0,4,69,Low
84,6,3,7,84,Low
65,4,3,5,65,Medium
80,2,2,6,55,Medium
65,2,3,8,46,Medium
75,2,0,5,59,Low
58,3,2,5,50,Medium
85,5,2,7,80,Low
73,2,1,1,53,Low
91,4,3,4,66,Medium
82,5,1,4,72,Low
86,6,2,3,73,Low
57,3,2,5,52,Medium
51,4,0,6,68,Low
67,3,4,5,48,Medium
74,5,3,2,68,Low
84,2,3,9,61,Medium
81,4,5,5,53,Medium
66,3,1,4,54,Medium
65,4,3,6,61,Medium
80,4,2,2,58,Low
68,4,3,9,69,Medium
78,6,3,3,65,Low
70,3,0,5,75,Low
81,4,0,6,77,Low
72,5,0,6,83,Low
40,7,3,3,60,Low
82,1,2,9,52,Medium
97,5,2,6,85,Low
71,1,1,3,40,Medium
87,5,2,5,75,Low
76,5,2,4,75,Low
92,6,3,7,84,Low
79,5,3,6,88,Low
84,3,3,7,65,Medium
66,3,2,7,62,Medium
68,2,2,5,51,Medium
72,4,2,4,62,Low
84,4,5,5,53,High
79,5,3,6,77,Low
79,2,2,4,51,Medium
80,4,1,4,76,Low
64,2,1,7,64,Low
78,7,3,8,100,Low
73,4,2,7,74,Low
62,1,2,5,40,Medium
82,5,0,2,79,Low
92,5,1,7,91,Low
54,4,1,5,52,Low
51,6,3,4,68,Low
76,5,0,4,82,Low
90,2,1,1,58,Low
71,4,3,6,77,Medium
70,3,1,2,53,Medium
69,3,4,2,40,Medium
60,5,1,5,80,Low
83,6,1,6,93,Low
59,2,1,3,41,Medium
82,3,1,4,60,Low
59,4,1,7,64,Low
93,3,2,3,53,Medium
77,4,0,6,87,Low
82,2,2,6,48,Medium
84,5,0,7,95,Low
69,5,3,4,65,Medium
92,4,1,4,76,Low
62,7,2,6,88,Low
74,6,2,7,86,Low
67,6,1,4,80,Low
82,4,4,3,55,Medium
79,4,2,7,71,Medium
67,4,0,4,70,Low
76,6,2,4,88,Low
69,5,2,1,65,Medium
93,5,2,7,92,Low
75,4,1,6,67,Low
81,5,2,8,91,Low
69,3,3,3,51,Medium
66,4,2,7,77,Low
72,4,0,4,75,Low
60,8,2,5,88,Low
73,1,0,7,68,Low
86,4,2,7,86,Medium
64,4,2,4,62,Medium
85,7,2,2,88,Low
70,5,3,5,68,Low
52,2,1,7,52,Medium
66,5,4,7,70,Medium
71,7,4,2,70,Medium
67,1,2,3,40,Medium
74,4,1,5,63,Low
46,4,3,3,48,Medium
42,4,0,5,64,Low
94,4,1,8,80,Low
52,7,2,6,86,Low
76,4,2,4,64,Low
76,2,0,7,66,Low
64,2,1,5,48,Medium
77,7,3,1,80,Low
77,3,5,8,50,Medium
77,5,2,3,66,Low
87,5,1,6,86,Low
100,3,3,4,60,Medium
73,8,2,6,92,Low
86,3,0,5,73,Low
95,3,1,3,67,Low
70,5,3,5,63,Medium
51,4,2,5,60,Medium
74,4,0,4,74,Low
84,3,2,5,66,Medium
82,1,4,8,42,Medium
66,1,1,4,40,Medium
68,4,1,6,76,Medium
86,4,1,6,81,Low
83,2,2,6,56,Medium
74,3,4,3,44,Medium
66,4,1,8,72,Low
63,2,4,6,40,Medium
84,3,3,3,48,Medium
84,5,0,4,86,Low
89,1,1,4,40,Low
81,4,4,8,71,Medium
76,1,0,5,56,Low
66,5,4,7,72,Medium
86,4,3,6,69,Low
74,5,1,7,89,Low
89,3,4,6,58,Medium
74,4,0,5,73,Low
88,2,5,5,40,High
71,4,1,3,68,Low
61,5,0,3,79,Low
52,5,2,5,64,Medium
67,6,0,6,96,Low
65,6,1,4,85,Low
57,7,1,4,87,Low
95,2,3,6,56,Medium
84,2,5,2,40,Medium
94,4,2,8,82,Low
71,6,2,9,97,Low
76,3,1,10,84,Low
69,6,4,9,92,Low
64,2,1,6,52,Medium
94,4,5,8,66,Medium
73,3,2,5,59,Medium
63,5,1,5,80,Low
72,4,1,7,73,Low
68,6,1,6,98,Low
86,7,4,5,89,Low
67,3,5,3,40,Medium
81,4,4,6,55,Medium
89,4,4,5,58,Medium
65,3,2,6,50,Medium
69,3,2,4,61,Medium
87,3,1,5,68,Low
63,4,1,6,74,Low
62,5,1,3,67,Low
71,6,3,4,79,Low
66,7,2,5,83,Low
80,5,1,7,93,Low
61,5,0,5,77,Low
71,6,1,7,100,Low
78,8,2,5,100,Low
58,6,0,4,89,Low
68,5,1,3,73,Low
63,5,3,4,61,Medium
87,4,3,6,74,Medium
66,3,3,9,60,Medium
72,4,4,7,56,Medium
88,4,0,3,80,Low
75,8,3,5,90,Low
78,3,5,8,57,Medium
68,6,1,7,94,Low
68,4,2,7,66,Low
75,5,1,2,74,Low
88,4,0,4,81,Low
75,5,2,3,68,Medium
92,1,4,6,47,Medium
57,5,1,2,57,Low
76,5,3,4,67,Low
73,3,3,7,55,Medium
76,4,0,1,66,Low
68,7,3,3,77,Medium
63,5,2,6,80,Low
86,7,2,7,98,Low
73,5,4,5,72,Medium
83,3,1,3,66,Low
82,2,3,5,55,Medium
89,6,2,3,77,Low
64,4,1,5,70,Low
64,4,1,4,71,Low
93,6,1,3,89,Low
70,5,4,3,54,Medium
77,3,1,5,57,Low
70,1,2,4,46,Medium
64,5,1,3,72,Low
60,7,3,4,77,Low
85,3,3,4,54,Medium
75,5,3,2,54,Low
93,3,2,4,60,Low
89,5,1,10,100,Low
89,3,4,3,56,Medium
88,7,0,8,100,Low
67,5,2,5,73,Low
82,6,5,5,68,Medium
64,3,3,5,44,Medium
75,6,4,5,83,Medium
74,1,1,7,61,Medium
80,6,2,1,74,Low
66,4,0,1,67,Low
91,5,1,5,89,Low
78,6,2,3,78,Low
63,2,3,4,40,Medium
90,6,0,4,100,Low
75,2,1,4,54,Medium
68,2,2,7,47,Medium
73,3,0,6,70,Low
66,4,1,5,65,Low
100,2,2,1,40,Medium
77,6,3,5,74,Medium
84,2,2,5,53,Medium
83,4,2,8,84,Low
59,5,3,1,53,Medium
73,3,2,8,65,Medium
67,5,2,6,75,Low
49,2,3,1,40,Medium
67,3,2,7,57,Medium
68,1,2,7,51,Medium
62,4,3,5,58,Medium
68,4,4,5,48,Medium
66,5,1,6,76,Low
78,4,3,4,56,Medium
90,4,3,4,57,Medium
84,5,2,6,86,Low
85,4,0,5,82,Low
89,4,5,1,48,Medium
56,4,0,5,70,Low
60,5,2,7,73,Low
63,2,3,8,47,Medium
60,4,3,2,46,Medium
46,6,3,6,67,Low
80,4,2,7,79,Medium
77,3,2,6,68,Low
75,6,2,7,91,Low
67,3,2,2,45,Medium
93,5,3,7,78,Low
99,4,4,7,65,Medium
76,4,1,3,64,Low
87,7,4,7,87,Low
77,3,3,6,60,Medium
66,5,1,3,73,Low
80,4,2,5,63,Low
74,4,2,6,69,Medium
74,7,2,10,100,Low
66,2,1,3,48,Medium
77,6,2,9,90,Low
70,5,0,2,73,Low
77,2,0,8,68,Low
90,6,4,3,65,Medium
78,5,4,2,61,Medium
84,3,1,4,57,Low
67,5,3,8,78,Medium
89,3,0,5,67,Low
90,7,2,6,98,Low
63,1,1,2,42,Medium
61,6,3,2,61,Low
82,2,2,4,53,Medium
70,4,5,4,42,Medium
74,2,5,4,40,High
92,1,2,9,62,Medium
69,4,4,4,56,Medium
61,3,4,5,45,Medium
86,3,3,3,62,Medium
66,5,2,6,76,Low
91,5,4,4,70,Medium
86,6,2,2,87,Low
69,5,0,7,81,Low
77,6,2,6,87,Low
76,4,0,3,73,Low
73,4,1,4,67,Low
79,4,0,2,83,Low
70,5,3,6,69,Medium
76,4,2,7,73,Low
86,5,4,1,62,Medium
66,4,4,3,50,Medium
64,4,2,3,52,Medium
83,5,1,6,82,Low
71,6,3,5,74,Low
76,2,1,5,50,Low
79,4,2,3,70,Low
78,3,2,6,56,Medium
87,7,2,5,100,Low
69,3,3,3,51,Medium
80,4,1,8,82,Low
74,4,0,4,71,Low
66,1,0,2,47,Medium
80,5,2,5,82,Low
89,5,1,4,79,Low
71,3,2,5,59,Medium
84,4,0,4,81,Low
96,4,2,4,75,Low
97,6,3,2,79,Low
81,2,1,4,52,Medium
56,5,0,3,61,Low
90,4,0,7,95,Low
95,5,3,3,75,Low
80,3,2,3,44,Medium
60,4,2,6,63,Medium
80,5,5,5,62,Medium
79,5,2,6,78,Low
84,5,2,3,70,Low
99,3,3,4,56,Medium
54,6,0,4,76,Low
89,4,1,4,71,Low
77,7,0,5,100,Low
79,5,3,3,72,Medium
84,6,3,8,92,Low
75,4,1,8,82,Low
79,8,0,3,98,Low
77,3,1,5,62,Low
86,5,3,7,82,Low
67,3,1,6,66,Medium
63,6,1,3,75,Low
71,4,2,5,61,Medium
86,4,0,4,76,Low
88,4,2,9,89,Low
95,5,0,7,91,Low
58,3,1,3,49,Medium
68,5,1,5,79,Low
62,5,4,5,58,Medium
76,4,0,3,67,Low
77,5,2,2,74,Low
62,4,1,5,72,Medium
83,4,1,5,82,Low
66,2,3,5,40,Medium
71,4,2,4,64,Medium
64,5,2,5,75,Low
80,5,1,6,84,Low
72,5,2,6,77,Low
75,4,2,4,58,Medium
72,4,2,5,64,Low
80,3,2,6,61,Low
99,3,3,9,80,Medium
74,3,3,6,54,Medium
62,5,2,5,66,Low
85,4,3,4,62,Medium
82,5,2,6,86,Low
70,6,1,6,89,Low
86,1,0,6,63,Low
76,1,3,5,40,Medium
80,4,0,9,97,Low
72,4,4,1,41,Medium
72,3,2,4,51,Medium
80,5,2,4,73,Low
53,5,2,5,65,Low
71,7,2,4,86,Low
82,4,3,8,79,Medium
68,7,1,6,100,Low
76,5,1,8,82,Low
85,4,1,4,72,Low
88,7,2,3,87,Low
65,2,5,6,40,High
63,2,1,8,59,Low
87,4,0,4,81,Low
93,3,2,4,55,Medium
80,4,3,4,56,Medium
87,6,3,5,84,Low
65,4,0,5,81,Low
66,4,1,5,74,Low
100,6,2,6,95,Low
88,6,2,6,97,Low
60,4,2,7,72,Medium
64,3,4,4,40,Medium
70,7,2,5,87,Low
79,3,1,5,61,Low
57,4,3,6,54,Medium
66,4,3,6,58,Medium
76,5,4,7,77,Medium
83,4,0,6,84,Low
74,3,3,2,52,Medium
77,5,3,2,66,Medium
69,3,1,2,61,Medium
80,4,2,7,84,Low
64,6,0,3,81,Low
86,5,1,8,100,Low
70,7,3,6,94,Low
70,4,4,1,42,Medium
70,6,4,5,68,Medium
100,7,2,4,99,Low
63,4,4,1,44,Medium
69,7,1,6,95,Low
69,5,3,5,61,Medium
79,4,5,2,40,Medium
82,2,1,7,67,Medium
83,3,1,7,66,Low
71,5,2,7,69,Low
82,2,3,5,64,Medium
89,3,0,4,73,Low
92,6,1,7,100,Low
73,3,2,4,50,Medium
81,4,4,4,55,Medium
74,4,0,5,67,Low
62,2,1,4,51,Medium
56,4,2,4,56,Medium
83,2,2,8,70,Medium
80,6,5,5,65,Medium
100,2,1,2,58,Low
74,1,3,7,42,Medium
73,4,2,7,78,Low
72,5,0,1,73,Low
68,3,1,3,59,Low
72,3,0,7,71,Low
60,3,3,10,53,Medium
79,3,3,3,50,Medium
87,3,1,7,70,Low
57,2,3,3,40,Medium
69,5,2,6,82,Low
90,5,1,8,96,Low
78,6,3,9,97,Low
65,4,2,6,69,Medium
76,5,1,8,79,Low
75,6,3,6,84,Medium
72,6,0,5,96,Low
80,3,3,4,62,Medium
60,2,2,5,55,Medium
75,2,1,8,59,Medium
79,4,3,3,66,Medium
75,8,1,6,100,Low
61,2,5,4,40,High
84,3,1,6,65,Low
89,5,2,5,79,Low
67,4,2,7,75,Medium
78,4,0,2,66,Low
63,5,2,5,64,Low
49,4,2,5,49,Medium
65,3,3,9,62,Medium
77,5,3,10,82,Medium
90,6,0,5,100,Low
82,3,0,9,87,Low
73,4,3,3,52,Low
85,3,3,8,68,Medium
77,4,4,6,58,Medium
87,2,4,6,50,Medium
69,5,1,2,64,Low
66,6,4,8,79,Medium
63,5,3,6,77,Medium
74,4,1,5,74,Low
88,2,4,6,46,Medium
54,3,4,5,46,Medium
82,3,1,5,63,Low
73,4,4,7,68,Medium
78,2,2,6,62,Medium
87,2,2,6,65,Medium
74,5,0,8,89,Low
75,7,3,7,92,Low
60,1,2,8,48,Medium
91,4,2,3,78,Low
66,2,4,3,41,Medium
89,5,2,5,90,Low
66,1,2,5,40,Medium
69,4,3,8,73,Medium
79,4,0,6,91,Low
59,4,0,7,79,Low
72,4,2,3,53,Medium
71,4,2,6,63,Low
69,5,1,4,85,Low
67,7,2,4,91,Low
72,4,1,3,64,Low
75,5,3,7,74,Medium
80,4,1,3,71,Low
72,1,0,3,51,Medium
69,5,3,5,61,Medium
74,2,3,6,51,Medium
82,4,2,4,64,Medium
55,5,1,3,67,Low
67,3,2,3,58,Medium
55,5,3,6,62,Medium
68,3,0,5,59,Low
63,4,1,6,76,Medium
50,3,2,6,44,Medium
76,4,3,6,67,Medium
76,5,0,8,83,Low
73,5,0,5,88,Low
68,4,1,4,61,Low
79,4,3,5,67,Medium
58,3,2,5,49,Medium
95,4,2,7,72,Low
85,3,0,5,73,Low
96,3,0,5,82,Low
80,3,4,6,59,Medium
83,3,1,8,84,Low
77,3,1,6,74,Low
72,5,1,6,89,Low
83,2,4,4,40,Medium
79,3,0,5,65,Low
76,3,3,8,63,Medium
95,2,4,7,59,Medium
78,3,4,7,62,Medium
68,4,3,7,63,Medium
62,5,1,7,75,Low
78,3,3,4,56,Medium
58,3,1,8,71,Medium
92,3,2,4,59,Low
75,2,2,9,60,Medium
84,4,2,4,66,Low
83,1,3,2,40,Medium
63,5,3,4,66,Low
62,6,2,1,62,Low
73,3,2,5,65,Medium
80,6,1,2,87,Low
76,3,1,7,75,Low
83,5,2,5,84,Low
79,3,1,5,62,Low
62,4,2,1,48,Medium
79,4,3,5,64,Medium
84,3,1,4,63,Low
81,2,1,6,57,Low
88,3,3,8,65,Medium
72,2,2,5,52,Medium
83,5,0,6,100,Low
82,4,1,7,89,Low
71,3,2,7,61,Medium
100,6,4,2,70,Low
65,6,4,4,75,Medium
100,4,3,8,87,Medium
74,5,1,5,74,Low
76,6,3,5,87,Low
56,1,0,7,48,Medium
91,2,3,6,51,Medium
72,3,5,6,50,High
68,6,1,4,81,Low
83,4,1,6,77,Low
75,5,3,4,71,Medium
68,2,3,5,44,Medium
70,2,2,6,51,Medium
50,6,3,6,54,Medium
65,3,2,6,61,Medium
83,4,3,3,55,Medium
83,5,1,7,83,Low
72,7,0,9,100,Low
77,3,2,4,53,Medium
66,3,0,4,69,Low
68,4,1,9,80,Low
84,5,2,5,89,Low
71,3,0,7,62,Low
73,7,0,3,94,Low
70,4,0,6,66,Low
69,6,5,4,70,Medium
65,7,3,5,85,Low
74,2,2,6,53,Medium
79,3,0,5,68,Low
68,3,4,5,43,Medium
89,4,3,3,67,Medium
67,2,2,7,53,Medium
74,5,1,6,88,Low
75,5,1,3,73,Low
67,7,5,4,70,Medium
86,6,0,6,94,Low
79,3,2,4,60,Medium
64,7,4,3,71,Medium
87,3,3,10,74,Medium
77,4,1,6,70,Low
83,1,3,1,40,Medium
78,6,2,5,87,Low
76,2,2,5,47,Medium
77,6,0,5,90,Low
83,5,1,7,82,Low
62,4,3,1,51,Medium
59,4,4,6,59,Medium
71,3,5,6,60,Medium
68,4,4,4,52,Medium
75,3,2,5,59,Medium
93,3,1,3,66,Low
77,6,0,6,94,Low
66,6,3,6,81,Low
69,5,1,8,85,Low
96,3,2,7,78,Low
70,4,4,4,52,Medium
82,4,0,3,64,Low
83,6,3,6,84,Low
78,7,2,8,100,Low
55,5,2,4,57,Low
75,2,0,6,68,Low
87,4,2,3,58,Medium
86,2,2,5,54,Medium
79,5,3,5,71,Medium
80,4,2,6,70,Medium
64,3,3,3,40,Medium
58,2,3,5,46,Medium
74,5,0,7,93,Low
75,5,1,2,72,Low
71,6,1,5,90,Low
72,5,5,6,59,Medium
100,4,1,3,67,Low
82,3,2,3,56,Medium
70,7,1,6,100,Low
73,2,4,5,43,Medium
69,4,4,3,59,Medium
63,4,5,1,40,Medium
75,5,1,4,76,Low
75,3,1,6,58,Low
98,2,4,5,47,Medium
76,6,1,5,93,Low
59,4,4,5,40,Medium
73,1,0,7,55,Low
75,3,2,5,53,Medium
79,4,2,9,84,Medium
73,4,1,7,77,Low
77,4,6,4,41,High
69,4,0,6,80,Low
82,1,1,5,45,Low
72,5,4,4,64,Medium
87,3,0,5,69,Low
72,3,2,6,59,Medium
75,5,2,5,73,Low
67,3,3,3,43,Medium
71,5,1,3,64,Low
64,5,1,8,96,Low
64,5,3,7,69,Medium
76,2,2,3,53,Medium
