attendance,study_hours,assignment_delay,lms_usage,performance,burnout_level
90,7,1,9,99,Low
63,2,3,5,61,Low
66,3,0,3,45,Low
73,7,2,7,93,Low
94,4,1,3,68,Low
88,4,4,4,77,Low
80,4,2,9,61,Low
75,1,0,4,54,Low
93,2,0,9,76,Low
77,5,1,7,85,Low
81,4,5,3,66,Low
75,4,1,5,64,Medium
57,2,3,9,68,Low
67,3,0,4,80,Low
64,2,0,10,81,Low
80,6,4,1,65,Low
68,3,0,6,55,Medium
76,2,0,6,72,Medium
79,6,0,7,85,Low
70,5,5,10,72,Medium
89,4,1,4,82,Low
69,5,5,5,61,Medium
69,4,6,1,53,Medium
88,3,2,4,49,Medium
65,7,3,3,61,Medium
89,6,3,3,59,Medium
69,3,1,4,49,Medium
60,6,2,10,96,Low
85,4,4,7,50,Medium
64,8,0,3,74,Low
80,6,4,3,64,Low
86,4,1,5,74,Low
62,3,2,1,51,Medium
71,1,2,2,40,Medium
89,6,2,4,72,Low
81,2,2,8,85,Medium
71,4,3,1,54,Medium
72,3,0,4,70,Low
76,5,2,6,66,Low
60,5,3,8,59,Medium
80,2,2,8,56,Low
61,5,4,3,51,Medium
76,5,0,7,68,Medium
93,9,5,7,100,Low
76,3,4,5,42,High
78,8,2,3,100,Low
80,2,1,4,52,Low
65,5,2,8,81,Low
88,9,7,5,95,Medium
68,3,6,4,52,Medium
83,4,4,1,68,Low
100,2,5,5,66,Low
74,3,1,7,54,Medium
67,4,0,1,60,Low
76,3,2,5,67,Low
73,6,1,6,74,Low
73,4,0,6,82,Low
72,2,4,3,57,Low
67,1,1,3,49,Medium
73,1,0,8,50,Medium
75,8,5,4,76,Low
71,1,2,3,40,Medium
87,3,0,6,76,Low
81,4,0,6,70,Low
62,3,3,8,57,Medium
75,7,5,6,59,Medium
74,5,2,6,85,Low
73,4,5,4,63,Medium
80,6,1,6,67,Low
53,5,1,5,63,Low
81,7,6,7,56,Medium
75,6,3,2,40,Medium
97,2,3,1,71,Low
75,3,2,7,85,Low
88,1,2,5,63,Medium
63,3,6,3,40,Medium
80,6,2,7,67,Medium
68,8,2,5,70,Medium
82,2,0,3,77,Low
70,6,1,6,68,Low
86,3,1,2,58,Low
65,7,2,3,85,Low
92,1,4,8,71,Medium
75,2,3,6,66,Low
80,2,5,1,46,Medium
84,4,1,4,66,Medium
79,6,0,7,80,Low
83,1,3,1,51,Low
81,2,3,6,64,Medium
67,5,6,5,53,Medium
81,8,4,3,67,Low
69,0,3,5,47,Medium
98,4,3,4,94,Low
78,0,0,4,52,Low
76,4,3,5,52,Low
78,5,1,5,90,Low
81,6,2,4,75,Low
73,3,1,6,73,Low
66,5,2,6,58,Medium
74,6,1,4,81,Low
72,3,3,6,69,Medium
87,0,0,3,42,Medium
68,4,4,8,74,Low
81,5,1,10,81,Low
82,3,3,6,90,Low
67,5,2,7,77,Low
52,9,4,6,91,Low
79,4,4,6,49,Medium
76,6,3,1,49,Medium
69,5,2,7,99,Low
77,3,2,3,61,Low
59,5,4,5,61,Medium
86,4,1,7,69,Low
72,2,0,2,58,Medium
58,6,1,6,81,Medium
80,7,3,3,77,Medium
95,4,4,4,90,Low
65,5,3,5,45,Medium
62,0,2,3,51,Medium
78,6,1,3,61,Low
81,1,1,6,68,Medium
73,7,1,3,89,Low
82,3,2,3,59,Medium
76,4,2,7,86,Low
73,1,2,3,62,Low
88,5,6,9,76,Medium
77,8,1,6,97,Low
78,4,0,7,82,Low
86,5,1,4,61,Medium
53,6,1,6,63,Low
89,5,0,2,92,Low
71,3,1,4,68,Low
64,2,3,10,44,Medium
79,4,1,6,65,Medium
66,2,4,6,61,Medium
72,2,1,3,50,Medium
75,3,5,6,60,Medium
79,3,6,5,52,High
73,6,3,5,64,Medium
55,4,4,10,69,Medium
90,5,4,3,44,High
82,6,2,3,82,Low
58,5,2,4,52,Low
87,4,1,6,77,Low
82,2,1,5,59,Low
85,2,0,1,66,Low
79,2,2,2,69,Medium
78,3,0,4,69,Medium
75,4,0,6,72,Low
72,2,0,2,62,Low
44,3,3,1,49,Medium
91,5,0,7,86,Low
75,6,4,6,81,Low
70,4,3,5,70,Medium
70,4,4,1,57,Medium
92,8,3,5,88,Low
64,5,0,10,78,Low
67,3,2,8,53,Medium
79,4,2,3,55,Medium
84,4,4,10,74,Medium
67,2,3,9,63,Low
78,6,4,1,71,Low
76,5,5,2,50,Medium
88,2,4,4,60,Medium
69,5,3,3,68,Low
79,5,0,6,89,Low
72,5,3,2,67,Low
89,9,5,6,100,Low
73,5,0,8,81,Low
66,6,1,8,73,Low
67,5,0,1,56,Low
84,9,4,4,97,Low
72,2,4,4,64,Medium
71,2,3,4,64,Low
72,5,1,4,54,Medium
73,8,0,5,88,Low
68,7,5,2,58,Medium
88,3,0,8,62,Medium
82,6,0,6,91,Low
76,2,3,7,76,Medium
70,2,3,4,40,Medium
83,2,4,5,41,Medium
61,6,5,3,60,Low
84,4,0,4,78,Low
62,3,0,4,68,Low
85,5,5,4,81,Medium
81,6,5,1,67,Low
65,5,0,7,76,Low
73,4,3,6,60,Medium
67,3,1,6,80,Medium
75,2,0,2,73,Low
95,4,0,3,91,Low
74,8,1,4,78,Low
71,5,2,2,78,Low
71,8,3,5,98,Low
98,5,2,7,91,Low
77,2,1,3,88,Low
75,6,0,1,79,Low
90,8,3,4,86,Low
63,6,3,1,60,Low
66,4,0,1,46,Low
69,4,0,3,45,Low
56,5,2,10,68,Low
63,4,0,3,69,Low
72,5,2,4,79,Low
72,5,3,5,63,Medium
74,4,2,9,100,Low
66,4,2,7,61,Medium
85,3,0,5,56,Medium
86,2,4,2,69,Medium
67,2,2,6,75,Low
69,2,4,5,40,Medium
52,4,1,6,88,Low
71,7,2,7,80,Low
71,5,2,4,49,Medium
69,4,7,3,45,Medium
52,1,1,4,59,Medium
68,3,0,7,81,Low
90,7,0,6,93,Low
75,9,0,6,100,Low
55,5,5,5,54,Medium
86,3,4,6,57,Medium
69,1,3,6,52,Medium
72,5,5,7,80,Medium
74,5,1,3,43,Medium
79,1,2,9,54,Low
68,5,1,6,80,Low
71,4,1,7,66,Low
80,3,0,9,58,Medium
72,6,0,6,78,Low
48,4,1,6,57,Medium
79,4,3,5,81,Medium
84,5,5,4,50,Medium
85,7,2,2,80,Low
85,2,6,8,70,Medium
61,3,4,4,40,High
65,5,0,2,77,Low
66,4,5,7,51,High
86,5,0,5,70,Medium
64,6,2,1,69,Low
72,3,3,3,57,Medium
84,5,0,4,80,Low
73,8,5,3,68,Low
63,7,2,6,73,Low
77,3,3,7,66,Medium
65,0,0,10,73,Low
63,7,3,8,71,Medium
83,1,2,4,55,Low
79,6,3,7,99,Low
76,7,1,6,79,Low
66,5,3,3,57,Low
90,7,0,3,95,Low
74,4,1,4,46,Medium
81,3,2,7,46,Medium
70,5,3,3,53,Low
76,4,1,7,79,Low
79,2,0,2,62,Low
74,4,5,2,50,Medium
64,4,2,3,63,Low
71,7,2,5,72,Low
69,5,0,3,70,Low
83,8,1,7,70,Low
73,2,1,6,56,Low
54,0,1,5,40,High
73,1,4,5,54,Medium
72,2,0,1,58,Low
83,4,0,6,62,Low
79,3,2,3,63,Medium
76,4,4,4,45,Medium
89,6,2,7,87,Low
68,0,3,7,49,Medium
82,4,2,3,63,Low
49,3,1,4,62,Low
74,3,2,8,77,Low
90,5,5,7,77,Medium
80,5,0,8,68,Low
71,4,5,7,66,Medium
75,4,3,5,58,Low
80,3,0,4,70,Low
76,4,0,4,58,Low
87,5,4,6,94,Low
69,6,5,7,45,Medium
67,4,3,6,51,Medium
85,5,2,4,100,Low
71,4,0,9,77,Low
70,4,0,5,94,Low
100,6,3,5,61,Medium
68,0,1,4,50,Medium
77,2,2,3,55,Medium
63,0,4,8,46,Medium
75,0,2,7,56,Medium
81,0,3,6,49,Medium
68,2,0,5,68,Medium
61,5,2,6,62,Medium
87,7,2,9,83,Medium
67,0,2,10,66,Medium
78,0,3,6,44,Medium
69,6,2,9,65,Medium
76,2,0,6,58,Low
83,5,4,4,71,Low
66,6,2,9,82,Medium
95,6,1,4,80,Low
84,2,4,5,56,Medium
68,7,2,2,78,Low
55,5,2,5,64,Medium
88,6,4,6,76,Medium
64,7,4,3,58,Medium
79,0,4,9,40,High
94,6,2,3,74,Low
71,5,0,3,75,Low
84,7,0,6,97,Low
57,7,4,4,49,Low
49,5,2,2,40,Medium
83,5,1,6,81,Low
80,5,1,3,72,Low
71,6,5,5,67,Low
59,3,0,3,43,Medium
82,3,3,9,58,Medium
71,2,0,6,69,Medium
73,3,3,4,68,Medium
71,2,3,8,71,Medium
83,1,3,1,40,Medium
76,2,0,5,56,Low
71,5,2,6,69,Low
75,4,1,5,83,Low
71,7,0,8,100,Low
65,7,3,8,78,Low
97,3,0,3,56,Medium
76,1,1,6,48,Low
76,2,0,1,59,Low
58,3,0,2,79,Low
64,6,0,9,96,Low
65,3,3,4,58,Low
62,8,6,6,76,Medium
70,2,0,5,52,Low
73,0,2,6,51,Medium
79,3,0,5,70,Medium
74,8,3,9,83,Low
100,7,1,4,93,Low
76,6,0,7,73,Low
71,3,3,6,64,Medium
84,3,3,1,49,Medium
60,5,0,2,54,Low
100,6,5,6,70,Medium
75,7,0,8,100,Low
62,6,0,7,68,Low
73,6,3,10,68,Medium
61,1,1,3,62,Medium
74,4,1,3,81,Low
84,3,1,5,69,Low
91,3,2,7,61,Low
75,0,1,7,48,Medium
72,3,1,4,56,Low
87,3,2,2,79,Low
64,4,3,5,79,Medium
90,3,0,5,76,Low
69,4,3,1,58,Low
76,1,4,5,40,Medium
70,3,5,7,46,Medium
72,4,2,3,54,Low
67,4,0,9,78,Low
72,4,3,4,72,Low
74,3,2,6,85,Low
77,6,0,4,84,Low
72,2,5,5,51,Medium
65,3,3,1,45,Low
59,8,3,9,70,Medium
52,2,2,4,40,Medium
80,3,3,2,50,Medium
72,3,0,9,72,Medium
83,0,2,2,40,Low
81,4,2,5,78,Low
86,9,0,1,95,Low
71,2,3,5,55,Medium
62,2,2,1,57,Low
81,1,1,3,54,Medium
84,5,2,8,74,Low
72,8,3,4,85,Low
71,3,5,7,64,Low
71,4,4,4,63,Medium
70,5,0,10,97,Low
76,4,2,4,79,Low
84,2,3,5,41,Medium
68,0,2,7,57,Low
81,4,0,7,84,Low
54,2,2,10,84,Low
88,3,4,1,44,Medium
70,4,3,8,62,Medium
81,6,4,5,55,Medium
81,2,2,8,82,Low
58,4,2,8,68,Medium
90,4,6,3,41,Medium
82,5,1,5,66,Medium
66,5,2,5,47,Medium
77,6,1,3,72,Low
88,5,2,4,82,Low
70,4,0,6,40,Medium
81,4,0,8,79,Low
55,7,5,8,62,Medium
68,2,6,6,61,Medium
65,0,1,7,60,Low
69,1,0,9,73,Medium
79,3,3,5,74,Low
76,5,3,2,76,Low
79,4,6,7,57,Medium
56,3,3,4,40,Medium
100,3,2,2,94,Low
67,4,0,6,73,Low
76,2,2,4,48,Medium
62,3,5,4,62,Low
79,3,2,2,51,Medium
71,3,3,5,59,Low
84,6,3,2,71,Low
73,5,1,2,59,Low
73,4,2,3,56,Medium
78,7,2,2,79,Low
64,5,1,1,60,Low
83,2,5,10,59,High
69,4,2,1,58,Medium
72,3,2,4,78,Low
72,8,1,8,84,Low
66,4,0,3,50,Low
77,3,3,5,58,Medium
74,5,2,4,81,Low
59,5,1,9,72,Low
63,5,4,8,69,Medium
72,5,4,2,52,Medium
77,4,0,1,78,Low
69,4,0,5,83,Low
72,4,4,2,57,Medium
91,5,1,3,69,Medium
84,3,5,2,68,Medium
73,7,3,9,76,Medium
72,2,4,6,73,Medium
68,7,3,6,64,Medium
79,3,2,5,74,Low
73,5,2,7,85,Low
87,2,0,2,73,Low
55,2,3,5,41,Medium
67,5,2,2,58,Medium
69,7,2,9,100,Low
64,7,3,2,73,Low
57,3,0,4,58,Low
67,5,3,4,85,Low
69,4,0,3,53,Low
65,4,1,5,62,Medium
75,5,2,5,67,Low
52,5,3,1,40,Medium
78,4,5,5,55,Medium
94,4,2,7,73,Low
74,5,4,2,83,Low
87,4,4,10,86,Low
81,3,0,8,91,Low
91,6,3,6,89,Low
76,2,1,4,62,Medium
72,2,0,3,41,Medium
85,2,0,8,58,Medium
74,0,4,4,42,Medium
88,1,1,3,40,Medium
53,4,2,3,40,Medium
79,1,0,5,56,Low
87,4,1,4,69,Low
81,8,7,4,72,Medium
74,5,0,2,58,Low
81,6,2,1,75,Low
81,3,1,3,57,Low
80,5,4,1,54,Medium
79,2,2,4,48,Medium
84,3,4,4,69,Low
64,3,0,7,80,Low
70,5,1,4,64,Medium
67,4,2,6,63,Medium
62,4,5,9,50,High
61,2,3,4,50,Medium
80,6,3,10,90,Low
68,5,1,3,50,Medium
62,6,4,7,76,Medium
80,3,0,6,80,Low
75,6,1,8,79,Low
67,5,0,7,81,Low
63,9,0,7,89,Low
66,3,1,4,57,Medium
75,5,1,5,47,Low
70,6,2,7,64,Low
72,2,6,6,41,Medium
86,5,6,1,64,Medium
84,6,0,8,86,Low
81,2,3,2,53,Low
78,4,2,4,75,Low
85,4,5,6,52,Medium
90,6,0,8,89,Low
85,6,2,3,93,Low
75,3,3,4,69,Low
63,2,0,2,53,Low
89,0,0,3,43,Low
63,7,3,4,81,Low
68,1,2,3,56,Medium
70,5,3,2,57,Medium
68,4,2,8,76,Low
84,0,1,8,58,Medium
61,4,0,2,75,Medium
64,4,6,7,48,Medium
73,3,4,10,67,Medium
80,6,0,5,93,Low
65,6,3,4,78,Low
87,7,0,10,85,Low
51,3,2,5,53,Medium
86,5,0,6,77,Low
77,0,4,8,40,High
63,4,3,2,77,Low
57,5,4,5,53,Medium
77,2,5,8,48,Medium
94,4,1,5,70,Low
83,2,1,3,89,Low
72,5,1,6,70,Low
63,5,2,6,73,Medium
72,1,6,3,40,High
68,1,2,5,40,Medium
68,1,0,1,58,Low
88,7,4,5,74,Medium
78,4,3,3,69,Low
74,6,1,3,76,Low
68,0,0,6,72,Low
80,1,5,3,56,Medium
83,3,1,9,91,Low
67,2,3,2,53,Medium
80,3,3,3,59,Low
70,5,0,10,63,Medium
72,2,5,4,40,Medium
77,4,0,6,77,Low
63,3,2,1,40,High
59,4,3,9,69,Medium
80,3,0,3,42,Low
78,8,0,9,99,Low
77,3,2,4,75,Low
76,1,2,7,44,Medium
69,3,7,8,54,Medium
85,3,4,6,89,Low
67,5,1,2,74,Low
62,2,4,4,55,Medium
71,5,1,9,95,Low
67,5,0,6,74,Low
76,6,3,6,72,Low
82,5,5,5,66,Medium
70,2,2,1,40,Medium
81,5,4,5,90,Low
80,7,3,4,95,Low
80,3,0,10,80,Low
75,4,4,6,62,Medium
68,3,3,9,76,Low
72,3,5,2,57,Medium
85,4,2,7,76,Low
76,3,0,3,73,Low
81,4,0,6,77,Low
76,3,0,1,71,Low
67,2,0,9,63,Medium
64,5,0,7,61,Low
79,4,1,9,100,Low
85,5,1,4,56,Low
84,6,2,2,54,Medium
74,4,0,3,81,Low
81,2,3,2,65,Low
78,8,3,10,96,Low
70,1,0,6,41,Medium
84,3,6,7,62,Medium
59,3,3,5,46,Medium
72,2,1,1,55,Medium
84,4,2,5,66,Medium
72,6,0,5,66,Low
67,2,4,8,53,Medium
74,4,3,10,63,Medium
70,5,3,5,47,Medium
77,0,0,5,40,Medium
80,9,1,8,89,Low
73,2,4,4,57,Medium
99,5,6,5,73,Medium
62,4,2,5,57,Medium
67,4,5,3,57,Medium
68,6,5,2,72,Low
60,8,3,8,83,Low
79,2,2,7,91,Low
64,2,0,5,56,Medium
72,8,2,10,84,Low
81,4,1,6,77,Medium
70,3,0,5,75,Low
71,4,3,6,56,Medium
69,7,4,3,65,Low
78,4,4,7,73,Medium
64,4,2,3,73,Low
61,4,1,8,50,Medium
65,2,2,9,74,Low
76,3,1,9,72,Low
84,4,0,3,90,Low
70,2,3,5,57,Low
67,6,5,7,83,Low
72,1,2,6,60,Low
69,5,5,5,54,Medium
73,7,1,2,77,Low
84,3,4,6,56,Medium
90,0,0,5,46,Low
74,2,3,5,54,Medium
52,5,0,9,66,Medium
76,6,0,8,100,Low
61,1,0,2,46,Low
81,8,5,6,95,Low
63,4,3,6,43,Medium
69,6,3,9,74,Medium
81,4,5,1,49,Medium
75,3,4,5,48,Medium
78,8,2,2,99,Low
71,8,2,2,86,Low
74,3,3,7,65,Medium
89,7,5,9,100,Low
94,1,4,9,73,Medium
61,6,1,10,94,Low
67,3,0,1,62,Low
64,6,5,3,61,Medium
93,4,3,6,73,Low
57,6,2,6,73,Low
70,3,1,3,52,Low
70,7,3,6,88,Low
91,5,6,8,72,Medium
82,4,4,4,78,Low
75,2,7,4,42,High
75,6,2,9,76,Low
87,1,5,4,59,Medium
70,4,1,6,72,Low
86,3,0,9,99,Low
75,2,0,6,67,Low
89,5,3,3,85,Low
83,2,6,1,43,Medium
87,4,3,3,51,Medium
82,5,2,3,70,Low
66,5,0,8,73,Low
94,4,5,7,82,Low
60,5,2,7,72,Medium
78,6,1,6,73,Low
91,7,0,7,84,Low
89,6,1,5,77,Low
83,3,5,4,40,Medium
64,5,3,4,95,Low
65,1,0,5,57,Low
63,7,0,5,74,Low
74,6,0,9,100,Low
64,4,2,4,76,Low
75,7,3,2,77,Low
73,2,5,6,40,Medium
75,1,2,6,64,Low
75,2,0,3,69,Low
87,0,3,9,60,Medium
73,1,0,5,59,Low
70,8,0,1,68,Low
71,4,4,3,41,Medium
85,8,3,4,81,Low
73,6,3,2,67,Low
67,3,3,6,78,Low
72,6,2,4,78,Medium
99,7,4,9,70,Medium
84,7,3,6,81,Low
80,3,1,9,66,Medium
65,1,4,5,46,Medium
71,3,0,6,69,Low
63,4,0,4,56,Low
84,2,1,5,77,Medium
69,5,0,1,57,Medium
71,5,2,5,58,Medium
77,3,3,3,76,Low
53,0,2,4,40,Medium
73,7,0,6,86,Low
71,4,5,2,40,Medium
68,2,0,4,64,Medium
82,6,7,5,71,Medium
71,4,5,5,64,Medium
82,4,3,1,42,Medium
75,4,0,7,81,Low
80,6,3,4,78,Low
51,4,2,5,65,Low
70,0,2,3,40,Medium
66,7,3,10,90,Low
77,5,6,8,62,Medium
76,4,0,8,50,Medium
57,4,5,4,43,Medium
60,5,4,9,70,Low
79,6,0,6,95,Low
49,4,0,1,42,Low
70,3,1,6,56,Low
78,3,0,2,59,Low
82,7,0,5,91,Low
72,4,2,6,83,Low
73,5,3,3,46,Medium
70,4,1,6,70,Medium
74,6,0,5,88,Low
75,7,3,6,73,Low
74,7,1,4,94,Low
66,5,1,6,59,Medium
83,2,4,5,70,Medium
61,5,3,8,45,Medium
88,1,4,9,60,Medium
74,8,2,5,62,Medium
83,3,2,3,60,Medium
77,5,6,1,65,Medium
70,2,4,6,75,Medium
75,7,1,7,76,Low
57,4,1,6,55,Medium
77,3,6,7,45,Medium
74,4,2,8,55,Medium
81,3,0,9,97,Low
86,0,3,9,52,Medium
70,1,3,6,64,Medium
83,4,2,4,82,Low
75,4,3,4,72,Low
85,3,1,5,77,Low
73,1,2,4,42,Medium
63,4,5,2,58,Low
65,2,1,3,46,Medium
82,5,3,1,78,Low
80,7,0,3,85,Low
76,6,6,3,41,Medium
56,3,4,1,40,Medium
66,7,3,7,64,Medium
66,5,2,4,54,Medium
71,3,1,6,67,Medium
83,7,2,2,98,Low
70,6,4,8,85,Low
77,6,0,6,84,Low
87,7,2,2,95,Low
70,2,3,10,52,Medium
72,3,3,7,65,Low
79,0,3,1,50,Medium
80,4,3,3,59,Medium
67,1,0,5,67,Medium
81,5,2,8,88,Low
75,4,0,8,80,Low
83,2,3,6,60,Low
65,3,4,2,40,High
70,5,1,10,86,Low
65,0,1,3,45,Low
83,0,2,4,59,Medium
77,5,5,6,63,Medium
67,5,1,5,55,Medium
67,2,2,1,54,Medium
74,0,4,6,46,Medium
66,2,0,3,58,Low
92,4,4,4,60,Medium
66,3,0,6,51,Low
69,6,3,7,80,Low
70,5,4,6,74,Medium
91,2,2,3,88,Low
78,3,2,3,75,Low
64,5,3,4,81,Low
69,4,1,5,81,Low
56,8,0,4,69,Low
75,5,0,1,72,Low
74,3,1,5,54,Medium
59,5,2,8,91,Low
82,3,1,5,78,Low
73,3,4,8,80,Medium
81,7,0,4,79,Low
60,7,3,7,56,Medium
85,2,0,7,83,Low
72,3,4,5,51,Medium
63,4,5,3,64,Medium
90,5,5,5,83,Medium
83,7,0,4,90,Low
84,1,4,2,52,Medium
73,1,2,3,57,Low
81,2,4,5,59,Medium
78,4,2,5,50,Medium
81,4,2,8,59,Medium
84,7,3,6,91,Low
70,3,0,8,87,Low
68,5,2,2,53,Medium
93,4,2,5,83,Medium
67,6,3,2,81,Low
82,3,2,8,70,Low
65,5,3,7,41,Medium
81,0,2,5,41,Medium
75,7,6,6,63,Medium
74,6,6,2,56,Medium
81,7,1,7,98,Low
83,2,1,6,54,Medium
87,4,3,4,56,Medium
79,2,0,9,62,Medium
94,1,3,5,53,Low
77,3,4,1,40,Medium
94,2,0,5,81,Low
58,4,6,4,40,Medium
67,9,4,3,81,Medium
80,3,0,6,85,Low
65,3,3,8,65,Medium
65,6,0,8,100,Low
88,4,3,4,48,Medium
70,3,0,5,83,Low
95,3,1,5,69,Low
68,5,1,8,85,Low
77,6,1,4,69,Medium
91,4,2,6,100,Low
95,4,1,6,70,Low
75,4,5,5,55,Medium
69,4,1,7,86,Low
84,4,2,8,63,Low
78,1,0,7,48,Medium
68,6,3,2,67,Low
66,2,1,10,87,Low
76,5,4,6,72,Low
67,5,1,3,57,Medium
93,6,4,4,71,Low
87,5,4,9,70,Medium
66,2,0,1,43,Low
80,5,1,7,78,Low
75,0,1,8,57,Low
65,3,3,7,78,Low
63,4,5,5,43,Medium
68,6,3,4,74,Low
47,5,5,8,42,High
69,6,4,6,90,Low
66,1,2,7,72,Low
97,0,0,5,70,Low
89,2,3,9,72,Medium
83,4,4,5,49,Medium
71,3,0,1,63,Low
70,3,1,3,68,Low
78,6,4,4,69,Low
58,4,3,7,47,Medium
76,4,2,4,54,Medium
75,3,4,5,65,Medium
81,0,2,7,50,Medium
69,3,4,7,42,High
75,1,2,3,42,Medium
79,2,3,4,63,Low
64,4,0,1,68,Low
80,2,4,4,79,Low
95,4,3,4,67,Low
86,6,5,3,62,Low
97,4,0,6,82,Low
81,5,4,3,78,Low
78,0,6,6,40,Medium
65,7,2,3,73,Medium
62,5,6,3,51,Medium
85,6,2,4,75,Low
63,3,3,6,56,Medium
60,5,1,9,72,Low
64,5,4,7,60,Medium
74,6,2,7,91,Low
80,1,2,8,67,Low
85,5,1,5,82,Low
96,3,1,6,73,Low
82,5,1,4,66,Low
78,5,2,1,59,Medium
75,5,3,1,48,Medium
74,1,3,1,41,Medium
67,1,3,5,48,Medium
82,1,4,5,66,Low
79,8,4,8,83,Medium
55,4,1,5,55,Medium
67,8,1,4,68,Low
90,4,1,5,76,Low
63,4,1,6,57,Medium
84,6,2,4,69,Low
59,3,1,6,70,Medium
64,3,0,1,53,Low
73,8,0,6,83,Low
73,2,0,3,40,Medium
61,3,2,6,55,Low
83,7,1,8,99,Low
70,6,3,3,66,Low
77,2,3,2,60,Low
85,1,5,7,65,Medium
74,4,4,1,46,Medium
68,6,1,7,79,Low
66,2,3,3,62,Medium
87,6,2,6,76,Medium
76,3,6,4,55,Medium
69,3,4,3,62,Medium
69,1,0,7,72,Low
80,2,2,10,80,Low
56,4,0,4,69,Medium
74,2,1,3,52,Medium
86,3,5,5,45,Medium
63,3,1,7,63,Medium
77,6,0,9,83,Low
71,6,2,8,83,Medium
78,2,5,7,47,Medium
75,3,0,6,75,Low
86,7,0,9,92,Low
85,4,4,6,53,Medium
68,4,0,1,63,Medium
74,5,0,2,83,Low
67,3,2,2,55,Medium
68,3,1,5,41,Medium
60,0,7,5,40,High
75,0,5,4,42,Medium
80,9,2,4,87,Low
53,0,2,5,41,Medium
75,5,4,8,63,Medium
62,9,2,4,82,Medium
60,4,4,8,65,Medium
70,4,0,7,61,Low
74,5,0,1,63,Low
61,3,3,8,60,Medium
69,4,4,7,65,Medium
63,4,3,7,72,Low
75,6,3,6,67,Medium
88,7,3,6,99,Low
67,6,4,4,71,Low
71,3,2,7,69,Low
76,5,1,2,62,Low
87,8,4,2,87,Low
61,4,2,3,75,Low
83,6,1,5,78,Medium
71,3,5,1,40,Medium
74,5,6,5,40,Medium
72,4,4,4,68,Medium
48,7,4,7,45,Medium
67,4,2,3,59,Low
91,6,6,10,77,Medium
71,3,0,6,87,Low
69,3,3,6,59,Medium
79,8,0,9,99,Low
79,1,1,3,42,Medium
79,8,3,8,84,Medium
85,3,2,4,62,Medium
82,6,5,6,42,Medium
85,4,3,10,86,Low
69,4,0,5,88,Low
77,8,6,5,100,Low
81,2,2,5,47,Medium
71,9,0,5,95,Low
64,2,4,6,70,Medium
71,4,0,6,64,Medium
89,4,3,2,62,Low
81,2,5,2,67,Medium
51,3,3,6,59,Medium
70,0,2,6,47,Medium
72,3,1,1,70,Medium
88,5,5,8,73,Medium
77,5,1,6,52,Medium
67,3,5,4,52,Medium
81,9,2,8,98,Low
69,5,3,5,50,Medium
72,5,4,6,65,Medium
75,4,3,6,46,Medium
79,4,0,6,66,Low
85,7,3,7,86,Low
81,3,2,7,71,Low
78,5,5,9,67,Medium
53,5,2,10,86,Low
71,3,2,6,69,Low
73,3,0,7,92,Low
70,5,1,7,74,Low
87,5,1,4,75,Low
66,4,0,7,55,Medium
54,9,2,4,88,Low
74,2,1,4,60,Medium
80,2,1,6,56,Medium
66,8,0,8,96,Low
76,7,0,8,71,Low
80,2,4,7,49,Medium
82,2,3,5,78,Low
81,5,4,3,68,Medium
74,1,2,4,46,Medium
83,6,2,4,80,Low
84,3,0,5,88,Low
78,4,1,6,61,Medium
70,4,0,4,68,Low
74,2,0,8,68,Low
85,3,2,7,67,Low
82,3,2,5,65,Medium
89,3,0,8,65,Low
74,4,1,10,99,Low
82,4,1,2,59,Low
72,6,1,7,86,Low
74,6,4,6,69,Low
94,6,3,6,84,Low
98,7,5,9,70,Medium
65,6,1,3,51,Medium
74,2,2,4,68,Low
78,3,1,5,69,Low
87,6,2,2,91,Low
92,7,4,5,83,Low
76,3,1,3,52,Medium
89,4,3,10,83,Low
85,2,0,1,55,Low
58,7,3,5,61,Low
73,2,1,6,70,Low
72,0,3,6,51,Low
66,5,0,6,92,Low
79,2,1,6,54,Medium
87,3,2,7,58,Medium
84,1,0,6,61,Low
86,4,3,9,53,Medium
88,5,2,3,75,Medium
57,8,1,5,77,Low
68,4,3,7,62,Medium
82,6,3,7,94,Low
76,3,3,1,53,Medium
76,1,5,4,61,Medium
100,5,5,8,76,Medium
83,6,5,3,58,Medium
84,3,1,6,64,Medium
72,2,0,8,76,Low
72,4,3,6,55,Low
83,3,0,9,85,Low
64,7,3,2,62,Medium
67,8,0,5,90,Low
69,7,0,7,78,Low
78,8,1,5,81,Low
77,3,2,4,53,Medium
84,3,2,7,68,Medium
71,4,3,4,55,Low
88,6,0,6,70,Low
90,8,4,8,86,Low
81,0,2,3,55,Medium
66,5,1,6,58,Low
79,5,0,4,63,Medium
72,1,3,1,47,Medium
89,1,2,4,62,Low
84,0,2,7,51,Medium
75,1,0,8,68,Medium
63,5,0,4,82,Low
78,3,4,3,47,Medium
70,5,0,3,54,Medium
63,2,2,2,66,Low
72,2,1,6,50,Medium
93,3,3,7,68,Low
65,3,0,2,75,Low
78,6,5,1,49,Medium
71,6,5,5,55,Medium
69,4,2,7,71,Low
84,2,7,3,57,Medium
75,2,0,4,74,Low
55,3,3,6,53,Medium
81,3,1,2,70,Low
92,6,1,5,73,Low
100,2,0,6,79,Low
75,3,1,3,73,Low
66,1,1,1,45,Low
72,5,1,6,84,Low
81,3,3,2,40,Medium
91,5,4,4,75,Medium
